Elapsed Time (ms), RR (ms), Heart Rate (bpm)
2568553,380,157.9
2568940,387,155.2
2569347,407,147.5
2569740,393,152.5
2570160,420,142.9
2570570,410,146.3
2570990,420,142.9
2571423,433,138.5
2571847,423,141.7
2572283,437,137.4
2572707,423,141.7
2573120,413,145.2
2573520,400,150
2573920,400,150
2574317,397,151.3
2574710,393,152.5
2575103,393,152.5
2575513,410,146.3
2575907,393,152.5
2576307,400,150
2576697,390,153.8
2577090,393,152.5
2577480,390,153.8
2577870,390,153.8
2578263,393,152.5
2578657,393,152.5
2579067,410,146.3
2579463,397,151.3
2579853,390,153.8
2580253,400,150
2580640,387,155.2
2581033,393,152.5
2581427,393,152.5
2581827,400,150
2582227,400,150
2582617,390,153.8
2583010,393,152.5
2583397,387,155.2
2583783,387,155.2
2584173,390,153.8
2584557,383,156.5
2584943,387,155.2
2585327,383,156.5
2585707,380,157.9
2586087,380,157.9
2586473,387,155.2
2586863,390,153.8
2587277,413,145.2
2587687,410,146.3
2588120,433,138.5
2588560,440,136.4
2588987,427,140.6
2589420,433,138.5
2589837,417,144
2590250,413,145.2
2590653,403,148.8
2591053,400,150
2591450,397,151.3
2591850,400,150
2592243,393,152.5
2592630,387,155.2
2593020,390,153.8
2593413,393,152.5
2593803,390,153.8
2594200,397,151.3
2594613,413,145.2
2595027,413,145.2
2595437,410,146.3
2595840,403,148.8
2596233,393,152.5
2596623,390,153.8
2597010,387,155.2
2597390,380,157.9
2597763,373,160.7
2598137,373,160.7
2598507,370,162.2
2598887,380,157.9
2599270,383,156.5
2599660,390,153.8
2600040,380,157.9
2600437,397,151.3
2600857,420,142.9
2601243,387,155.2
2601667,423,141.7
2602070,403,148.8
2602497,427,140.6
2602907,410,146.3
2603303,397,151.3
2603700,397,151.3
2604090,390,153.8
2604483,393,152.5
2604870,387,155.2
2605253,383,156.5
2605630,377,159.3
2606007,377,159.3
2606380,373,160.7
2606757,377,159.3
2607133,377,159.3
2607517,383,156.5
2607907,390,153.8
2608297,390,153.8
2608687,390,153.8
2609093,407,147.5
2609493,400,150
2609880,387,155.2
2610257,377,159.3
2610637,380,157.9
2611010,373,160.7
2611390,380,157.9
2611763,373,160.7
2612130,367,163.6
2612503,373,160.7
2612877,373,160.7
2613243,367,163.6
2613610,367,163.6
2613980,370,162.2
2614347,367,163.6
2614727,380,157.9
2615097,370,162.2
2615470,373,160.7
2615850,380,157.9
2616223,373,160.7
2616597,373,160.7
2616970,373,160.7
2617347,377,159.3
2617723,377,159.3
2618103,380,157.9
2618503,400,150
2618907,403,148.8
2619300,393,152.5
2619717,417,144
2620137,420,142.9
2620547,410,146.3
2620980,433,138.5
2621407,427,140.6
2621853,447,134.3
2622290,437,137.4
2622723,433,138.5
2623163,440,136.4
2623607,443,135.3
2624047,440,136.4
2624507,460,130.4
2624967,460,130.4
2625423,457,131.4
2625877,453,132.4
2626300,423,141.7
2626730,430,139.5
2627157,427,140.6
2627597,440,136.4
2628030,433,138.5
2628457,427,140.6
2628880,423,141.7
2629290,410,146.3
2629707,417,144
2630133,427,140.6
2630587,453,132.4
2631040,453,132.4
2631520,480,125
2631987,467,128.6
2632460,473,126.8
2632953,493,121.6
2633433,480,125
2633880,447,134.3
2634323,443,135.3
2634757,433,138.5
2635177,420,142.9
2635593,417,144
2636017,423,141.7
2636427,410,146.3
2636877,450,133.3
2637287,410,146.3
2637710,423,141.7
2638133,423,141.7
2638553,420,142.9
2638960,407,147.5
2639367,407,147.5
2639783,417,144
2640197,413,145.2
2640620,423,141.7
2641057,437,137.4
2641510,453,132.4
2641943,433,138.5
2642363,420,142.9
2642777,413,145.2
2643187,410,146.3
2643593,407,147.5
2644000,407,147.5
2644407,407,147.5
2644803,397,151.3
2645200,397,151.3
2645590,390,153.8
2645980,390,153.8
2646370,390,153.8
2646750,380,157.9
2647133,383,156.5
2647517,383,156.5
2647900,383,156.5
2648277,377,159.3
2648670,393,152.5
2649057,387,155.2
2649453,397,151.3
2649843,390,153.8
2650223,380,157.9
2650597,373,160.7
2650970,373,160.7
2651347,377,159.3
2651717,370,162.2
2652083,367,163.6
2652457,373,160.7
2652833,377,159.3
2653207,373,160.7
2653583,377,159.3
2653970,387,155.2
2654350,380,157.9
2654740,390,153.8
2655117,377,159.3
2655493,377,159.3
2655870,377,159.3
2656247,377,159.3
2656623,377,159.3
2656993,370,162.2
2657367,373,160.7
2657733,367,163.6
2658103,370,162.2
2658470,367,163.6
2658840,370,162.2
2659203,363,165.1
2659570,367,163.6
2659943,373,160.7
2660310,367,163.6
2660677,367,163.6
2661050,373,160.7
2661433,383,156.5
2661820,387,155.2
2662207,387,155.2
2662597,390,153.8
2662983,387,155.2
2663390,407,147.5
2663807,417,144
2664193,387,155.2
2664593,400,150
2664980,387,155.2
2665370,390,153.8
2665767,397,151.3
2666167,400,150
2666600,433,138.5
2667050,450,133.3
2667480,430,139.5
2667907,427,140.6
2668320,413,145.2
2668720,400,150
2669117,397,151.3
2669513,397,151.3
2669907,393,152.5
2670300,393,152.5
2670697,397,151.3
2671087,390,153.8
2671477,390,153.8
2671867,390,153.8
2672257,390,153.8
2672643,387,155.2
2673030,387,155.2
2673413,383,156.5
2673803,390,153.8
2674187,383,156.5
2674577,390,153.8
2674970,393,152.5
2675370,400,150
2675760,390,153.8
2676147,387,155.2
2676547,400,150
2676927,380,157.9
2677313,387,155.2
2677690,377,159.3
2678073,383,156.5
2678457,383,156.5
2678830,373,160.7
2679210,380,157.9
2679580,370,162.2
2679960,380,157.9
2680347,387,155.2
2680737,390,153.8
2681130,393,152.5
2681530,400,150
2681927,397,151.3
2682343,417,144
2682767,423,141.7
2683187,420,142.9
2683593,407,147.5
2684000,407,147.5
2684403,403,148.8
2684803,400,150
2685217,413,145.2
2685617,400,150
2686020,403,148.8
2686420,400,150
2686823,403,148.8
2687217,393,152.5
2687607,390,153.8
2688007,400,150
2688393,387,155.2
2688790,397,151.3
2689197,407,147.5
2689627,430,139.5
2690053,427,140.6
2690480,427,140.6
2690890,410,146.3
2691307,417,144
2691723,417,144
2692127,403,148.8
2692523,397,151.3
2692923,400,150
2693317,393,152.5
2693707,390,153.8
2694093,387,155.2
2694467,373,160.7
2694853,387,155.2
2695227,373,160.7
2695593,367,163.6
2695963,370,162.2
2696333,370,162.2
2696690,357,168.2
2697063,373,160.7
2697430,367,163.6
2697783,353,169.8
2698150,367,163.6
2698503,353,169.8
2698860,357,168.2
2699203,343,174.8
2699563,360,166.7
2699923,360,166.7
2700273,350,171.4
2700637,363,165.1
2700997,360,166.7
2701357,360,166.7
2701707,350,171.4
2702067,360,166.7
2702417,350,171.4
2702763,347,173.1
2703117,353,169.8
2703467,350,171.4
2703810,343,174.8
2704163,353,169.8
2704507,343,174.8
2704860,353,169.8
2705207,347,173.1
2705563,357,168.2
2705927,363,165.1
2706297,370,162.2
2706663,367,163.6
2707063,400,150
2707447,383,156.5
2707840,393,152.5
2708230,390,153.8
2708610,380,157.9
2708997,387,155.2
2709377,380,157.9
2709760,383,156.5
2710140,380,157.9
2710513,373,160.7
2710897,383,156.5
2711280,383,156.5
2711700,420,142.9
2712033,333,180
2712403,370,162.2
2712780,377,159.3
2713150,370,162.2
2713527,377,159.3
2713893,367,163.6
2714260,367,163.6
2714640,380,157.9
2715010,370,162.2
2715380,370,162.2
2715760,380,157.9
2716127,367,163.6
2716500,373,160.7
2716873,373,160.7
2717243,370,162.2
2717607,363,165.1
2717983,377,159.3
2718357,373,160.7
2718727,370,162.2
2719110,383,156.5
2719493,383,156.5
2719900,407,147.5
2720317,417,144
2720743,427,140.6
2721160,417,144
2721567,407,147.5
2721980,413,145.2
2722390,410,146.3
2722787,397,151.3
2723183,397,151.3
2723573,390,153.8
2723957,383,156.5
2724333,377,159.3
2724713,380,157.9
2725087,373,160.7
2725460,373,160.7
2725823,363,165.1
2726197,373,160.7
2726567,370,162.2
2726933,367,163.6
2727310,377,159.3
2727697,387,155.2
2728073,377,159.3
2728450,377,159.3
2728820,370,162.2
2729197,377,159.3
2729567,370,162.2
2729947,380,157.9
2730320,373,160.7
2730693,373,160.7
2731067,373,160.7
2731440,373,160.7
2731810,370,162.2
2732173,363,165.1
2732533,360,166.7
2732900,367,163.6
2733267,367,163.6
2733670,403,148.8
2734070,400,150
2734487,417,144
2734880,393,152.5
2735273,393,152.5
2735683,410,146.3
2736117,433,138.5
2736540,423,141.7
2736957,417,144
2737387,430,139.5
2737820,433,138.5
2738250,430,139.5
2738670,420,142.9
2739093,423,141.7
2739557,463,129.5
2740017,460,130.4
2740480,463,129.5
2740923,443,135.3
2741360,437,137.4
2741783,423,141.7
2742193,410,146.3
2742613,420,142.9
2743037,423,141.7
2743453,417,144
2743907,453,132.4
2744343,437,137.4
2744813,470,127.7
2745257,443,135.3
2745743,487,123.3
2746213,470,127.7
2746673,460,130.4
2747163,490,122.4
2747630,467,128.6
2748093,463,129.5
2748550,457,131.4
2748993,443,135.3
2749427,433,138.5
2749873,447,134.3
2750310,437,137.4
2750743,433,138.5
2751183,440,136.4
2751633,450,133.3
2752073,440,136.4
2752530,457,131.4
2752993,463,129.5
2753453,460,130.4
2753917,463,129.5
2754387,470,127.7
2754820,433,138.5
2755243,423,141.7
2755663,420,142.9
2756083,420,142.9
2756503,420,142.9
2756937,433,138.5
2757360,423,141.7
2757773,413,145.2
2758197,423,141.7
2758623,427,140.6
2759040,417,144
2759443,403,148.8
2759853,410,146.3
2760253,400,150
2760650,397,151.3
2761040,390,153.8
2761437,397,151.3
2761823,387,155.2
2762217,393,152.5
2762600,383,156.5
2762973,373,160.7
2763353,380,157.9
2763733,380,157.9
2764113,380,157.9
2764483,370,162.2
2764850,367,163.6
2765210,360,166.7
2765573,363,165.1
2765940,367,163.6
2766303,363,165.1
2766687,383,156.5
2767077,390,153.8
2767470,393,152.5
2767880,410,146.3
2768277,397,151.3
2768663,387,155.2
2769047,383,156.5
2769427,380,157.9
2769800,373,160.7
2770173,373,160.7
2770547,373,160.7
2770917,370,162.2
2771283,367,163.6
2771660,377,159.3
2772033,373,160.7
2772403,370,162.2
2772770,367,163.6
2773143,373,160.7
2773517,373,160.7
2773890,373,160.7
2774257,367,163.6
2774630,373,160.7
2775003,373,160.7
2775373,370,162.2
2775750,377,159.3
2776120,370,162.2
2776497,377,159.3
2776870,373,160.7
2777247,377,159.3
2777630,383,156.5
2778030,400,150
2778443,413,145.2
2778847,403,148.8
2779270,423,141.7
2779677,407,147.5
2780077,400,150
2780477,400,150
2780863,387,155.2
2781250,387,155.2
2781640,390,153.8
2782043,403,148.8
2782473,430,139.5
2782903,430,139.5
2783337,433,138.5
2783770,433,138.5
2784220,450,133.3
2784690,470,127.7
2785137,447,134.3
2785567,430,139.5
2785990,423,141.7
2786403,413,145.2
2786827,423,141.7
2787247,420,142.9
2787667,420,142.9
2788073,407,147.5
2788483,410,146.3
2788890,407,147.5
2789300,410,146.3
2789733,433,138.5
2790173,440,136.4
2790590,417,144
2791007,417,144
2791420,413,145.2
2791827,407,147.5
2792237,410,146.3
2792647,410,146.3
2793053,407,147.5
2793467,413,145.2
2793880,413,145.2
2794340,460,130.4
2794787,447,134.3
2795220,433,138.5
2795633,413,145.2
2796043,410,146.3
2796453,410,146.3
2796863,410,146.3
2797283,420,142.9
2797703,420,142.9
2798150,447,134.3
2798603,453,132.4
2799050,447,134.3
2799480,430,139.5
2799910,430,139.5
2800333,423,141.7
2800770,437,137.4
2801203,433,138.5
2801613,410,146.3
2802020,407,147.5
2802423,403,148.8
2802830,407,147.5
2803233,403,148.8
2803643,410,146.3
2804040,397,151.3
2804443,403,148.8
2804857,413,145.2
2805297,440,136.4
2805743,447,134.3
2806180,437,137.4
2806590,410,146.3
2807000,410,146.3
2807410,410,146.3
2807820,410,146.3
2808220,400,150
2808620,400,150
2809020,400,150
2809430,410,146.3
2809840,410,146.3
2810317,477,125.9
2810727,410,146.3
2811140,413,145.2
2811543,403,148.8
2811950,407,147.5
2812367,417,144
2812780,413,145.2
2813197,417,144
2813593,397,151.3
2813993,400,150
2814387,393,152.5
2814783,397,151.3
2815180,397,151.3
2815570,390,153.8
2815983,413,145.2
2816413,430,139.5
2816853,440,136.4
2817303,450,133.3
2817710,407,147.5
2818110,400,150
2818517,407,147.5
2818917,400,150
2819303,387,155.2
2819693,390,153.8
2820083,390,153.8
2820467,383,156.5
2820850,383,156.5
2821237,387,155.2
2821627,390,153.8
2822010,383,156.5
2822390,380,157.9
2822773,383,156.5
2823153,380,157.9
2823527,373,160.7
2823897,370,162.2
2824273,377,159.3
2824643,370,162.2
2825010,367,163.6
2825380,370,162.2
2825757,377,159.3
2826123,367,163.6
2826490,367,163.6
2826860,370,162.2
2827233,373,160.7
2827627,393,152.5
2828017,390,153.8
2828407,390,153.8
2828803,397,151.3
2829250,447,134.3
2829667,417,144
2830067,400,150
2830463,397,151.3
2830860,397,151.3
2831267,407,147.5
2831663,397,151.3
2832063,400,150
2832463,400,150
2832870,407,147.5
2833280,410,146.3
2833690,410,146.3
2834100,410,146.3
2834500,400,150
2834897,397,151.3
2835290,393,152.5
2835683,393,152.5
2836080,397,151.3
2836483,403,148.8
2836903,420,142.9
2837310,407,147.5
2837733,423,141.7
2838167,433,138.5
2838607,440,136.4
2839060,453,132.4
2839510,450,133.3
2839977,467,128.6
2840440,463,129.5
2840900,460,130.4
2841347,447,134.3
2841787,440,136.4
2842210,423,141.7
2842630,420,142.9
2843063,433,138.5
2843500,437,137.4
2843923,423,141.7
2844343,420,142.9
2844763,420,142.9
2845173,410,146.3
2845590,417,144
2846007,417,144
2846410,403,148.8
2846813,403,148.8
2847220,407,147.5
2847650,430,139.5
2848113,463,129.5
2848563,450,133.3
2849050,487,123.3
2849533,483,124.1
2850013,480,125
2850513,500,120
2850987,473,126.8
2851440,453,132.4
2851870,430,139.5
2852300,430,139.5
2852743,443,135.3
2853193,450,133.3
2853640,447,134.3
2854073,433,138.5
2854533,460,130.4
2854973,440,136.4
2855403,430,139.5
2855847,443,135.3
2856283,437,137.4
2856710,427,140.6
2857163,453,132.4
2857597,433,138.5
2858043,447,134.3
2858483,440,136.4
2858907,423,141.7
2859323,417,144
2859733,410,146.3
2860137,403,148.8
2860537,400,150
2860930,393,152.5
2861317,387,155.2
2861713,397,151.3
2862133,420,142.9
2862550,417,144
2862990,440,136.4
2863423,433,138.5
2863843,420,142.9
2864263,420,142.9
2864673,410,146.3
2865097,423,141.7
2865507,410,146.3
2865913,407,147.5
2866317,403,148.8
2866717,400,150
2867120,403,148.8
2867523,403,148.8
2867937,413,145.2
2868343,407,147.5
2868760,417,144
2869170,410,146.3
2869567,397,151.3
2869953,387,155.2
2870330,377,159.3
2870717,387,155.2
2871100,383,156.5
2871503,403,148.8
2871920,417,144
2872347,427,140.6
2872763,417,144
2873160,397,151.3
2873560,400,150
2873940,380,157.9
2874337,397,151.3
2874727,390,153.8
2875127,400,150
2875540,413,145.2
2875930,390,153.8
2876310,380,157.9
2876693,383,156.5
2877067,373,160.7
2877443,377,159.3
2877820,377,159.3
2878193,373,160.7
2878573,380,157.9
2878963,390,153.8
2879337,373,160.7
2879717,380,157.9
2880097,380,157.9
2880477,380,157.9
2880873,397,151.3
2881260,387,155.2
2881677,417,144
2882077,400,150
2882473,397,151.3
2882880,407,147.5
2883293,413,145.2
2883680,387,155.2
2884063,383,156.5
2884453,390,153.8
2884843,390,153.8
2885230,387,155.2
2885633,403,148.8
2886053,420,142.9
2886507,453,132.4
2886943,437,137.4
2887353,410,146.3
2887750,397,151.3
2888150,400,150
2888537,387,155.2
2888920,383,156.5
2889300,380,157.9
2889693,393,152.5
2890100,407,147.5
2890490,390,153.8
2890890,400,150
2891323,433,138.5
2891730,407,147.5
2892127,397,151.3
2892520,393,152.5
2892927,407,147.5
2893343,417,144
2893757,413,145.2
2894163,407,147.5
2894583,420,142.9
2895020,437,137.4
2895457,437,137.4
2895887,430,139.5
2896313,427,140.6
2896757,443,135.3
2897207,450,133.3
2897647,440,136.4
2898070,423,141.7
2898487,417,144
2898910,423,141.7
2899337,427,140.6
2899767,430,139.5
2900190,423,141.7
2900610,420,142.9
2901050,440,136.4
2901487,437,137.4
2901907,420,142.9
2902323,417,144
2902773,450,133.3
2903193,420,142.9
2903607,413,145.2
2904030,423,141.7
2904460,430,139.5
2904900,440,136.4
2905357,457,131.4
2905823,467,128.6
2906323,500,120
2906807,483,124.1
2907280,473,126.8
2907730,450,133.3
2908153,423,141.7
2908567,413,145.2
2908980,413,145.2
2909413,433,138.5
2909850,437,137.4
2910280,430,139.5
2910700,420,142.9
2911107,407,147.5
2911510,403,148.8
2911920,410,146.3
2912350,430,139.5
2912813,463,129.5
2913270,457,131.4
2913717,447,134.3
2914177,460,130.4
2914623,447,134.3
2915087,463,129.5
2915557,470,127.7
2916017,460,130.4
2916460,443,135.3
2916917,457,131.4
2917350,433,138.5
2917780,430,139.5
2918210,430,139.5
2918630,420,142.9
2919070,440,136.4
2919517,447,134.3
2919957,440,136.4
2920403,447,134.3
2920857,453,132.4
2921300,443,135.3
2921727,427,140.6
2922160,433,138.5
2922587,427,140.6
2923003,417,144
2923420,417,144
2923830,410,146.3
2924250,420,142.9
2924667,417,144
2925100,433,138.5
2925520,420,142.9
2925930,410,146.3
2926353,423,141.7
2926767,413,145.2
2927180,413,145.2
2927593,413,145.2
2928000,407,147.5
2928417,417,144
2928820,403,148.8
2929237,417,144
2929633,397,151.3
2930043,410,146.3
2930447,403,148.8
2930867,420,142.9
2931297,430,139.5
2931727,430,139.5
2932147,420,142.9
2932577,430,139.5
2933003,427,140.6
2933417,413,145.2
2933847,430,139.5
2934263,417,144
2934673,410,146.3
2935103,430,139.5
2935510,407,147.5
2935920,410,146.3
2936320,400,150
2936720,400,150
2937120,400,150
2937523,403,148.8
2937933,410,146.3
2938350,417,144
2938773,423,141.7
2939207,433,138.5
2939660,453,132.4
2940097,437,137.4
