Elapsed Time (ms), RR (ms), Heart Rate (bpm)
1318573,410,146.3
1318990,417,144
1319397,407,147.5
1319813,417,144
1320227,413,145.2
1320650,423,141.7
1321080,430,139.5
1321523,443,135.3
1321977,453,132.4
1322450,473,126.8
1322913,463,129.5
1323400,487,123.3
1323887,487,123.3
1324393,507,118.4
1324870,477,125.9
1325363,493,121.6
1325837,473,126.8
1326340,503,119.2
1326817,477,125.9
1327307,490,122.4
1327800,493,121.6
1328277,477,125.9
1328767,490,122.4
1329250,483,124.1
1329723,473,126.8
1330230,507,118.4
1330697,467,128.6
1331180,483,124.1
1331647,467,128.6
1332110,463,129.5
1332563,453,132.4
1333000,437,137.4
1333427,427,140.6
1333853,427,140.6
1334267,413,145.2
1334677,410,146.3
1335083,407,147.5
1335510,427,140.6
1336013,503,119.2
1336483,470,127.7
1336920,437,137.4
1337367,447,134.3
1337797,430,139.5
1338230,433,138.5
1338660,430,139.5
1339090,430,139.5
1339520,430,139.5
1339957,437,137.4
1340410,453,132.4
1340873,463,129.5
1341330,457,131.4
1341770,440,136.4
1342200,430,139.5
1342627,427,140.6
1343050,423,141.7
1343473,423,141.7
1343893,420,142.9
1344293,400,150
1344687,393,152.5
1345087,400,150
1345500,413,145.2
1345937,437,137.4
1346347,410,146.3
1346747,400,150
1347150,403,148.8
1347553,403,148.8
1347967,413,145.2
1348390,423,141.7
1348830,440,136.4
1349263,433,138.5
1349683,420,142.9
1350097,413,145.2
1350510,413,145.2
1350923,413,145.2
1351333,410,146.3
1351740,407,147.5
1352153,413,145.2
1352567,413,145.2
1352987,420,142.9
1353440,453,132.4
1353890,450,133.3
1354377,487,123.3
1354877,500,120
1355340,463,129.5
1355800,460,130.4
1356250,450,133.3
1356693,443,135.3
1357147,453,132.4
1357593,447,134.3
1358057,463,129.5
1358493,437,137.4
1358923,430,139.5
1359350,427,140.6
1359773,423,141.7
1360193,420,142.9
1360623,430,139.5
1361060,437,137.4
1361493,433,138.5
1361937,443,135.3
1362380,443,135.3
1362807,427,140.6
1363260,453,132.4
1363700,440,136.4
1364153,453,132.4
1364597,443,135.3
1365037,440,136.4
1365470,433,138.5
1365930,460,130.4
1366360,430,139.5
1366800,440,136.4
1367233,433,138.5
1367667,433,138.5
1368093,427,140.6
1368513,420,142.9
1368937,423,141.7
1369350,413,145.2
1369770,420,142.9
1370187,417,144
1370600,413,145.2
1371030,430,139.5
1371467,437,137.4
1371923,457,131.4
1372380,457,131.4
1372837,457,131.4
1373323,487,123.3
1373797,473,126.8
1374270,473,126.8
1374740,470,127.7
1375197,457,131.4
1375657,460,130.4
1376097,440,136.4
1376550,453,132.4
1376970,420,142.9
1377407,437,137.4
1377840,433,138.5
1378277,437,137.4
1378743,467,128.6
1379187,443,135.3
1379643,457,131.4
1380090,447,134.3
1380543,453,132.4
1380977,433,138.5
1381413,437,137.4
1381853,440,136.4
1382283,430,139.5
1382707,423,141.7
1383127,420,142.9
1383550,423,141.7
1383973,423,141.7
1384400,427,140.6
1384833,433,138.5
1385273,440,136.4
1385723,450,133.3
1386163,440,136.4
1386637,473,126.8
1387080,443,135.3
1387537,457,131.4
1387973,437,137.4
1388427,453,132.4
1388867,440,136.4
1389323,457,131.4
1389780,457,131.4
1390257,477,125.9
1390703,447,134.3
1391147,443,135.3
1391590,443,135.3
1392047,457,131.4
1392503,457,131.4
1392953,450,133.3
1393393,440,136.4
1393823,430,139.5
1394247,423,141.7
1394667,420,142.9
1395080,413,145.2
1395503,423,141.7
1395923,420,142.9
1396357,433,138.5
1396800,443,135.3
1397257,457,131.4
1397733,477,125.9
1398197,463,129.5
1398680,483,124.1
1399147,467,128.6
1399603,457,131.4
1400043,440,136.4
1400483,440,136.4
1400913,430,139.5
1401357,443,135.3
1401793,437,137.4
1402263,470,127.7
1402743,480,125
1403227,483,124.1
1403680,453,132.4
1404123,443,135.3
1404553,430,139.5
1404983,430,139.5
1405417,433,138.5
1405857,440,136.4
1406303,447,134.3
1406757,453,132.4
1407220,463,129.5
1407703,483,124.1
1408167,463,129.5
1408623,457,131.4
1409063,440,136.4
1409507,443,135.3
1409943,437,137.4
1410377,433,138.5
1410807,430,139.5
1411227,420,142.9
1411647,420,142.9
1412060,413,145.2
1412480,420,142.9
1412907,427,140.6
1413333,427,140.6
1413747,413,145.2
1414160,413,145.2
1414577,417,144
1415003,427,140.6
1415450,447,134.3
1415880,430,139.5
1416320,440,136.4
1416750,430,139.5
1417193,443,135.3
1417623,430,139.5
1418053,430,139.5
1418507,453,132.4
1418953,447,134.3
1419397,443,135.3
1419850,453,132.4
1420303,453,132.4
1420773,470,127.7
1421227,453,132.4
1421697,470,127.7
1422150,453,132.4
1422610,460,130.4
1423073,463,129.5
1423513,440,136.4
1423953,440,136.4
1424383,430,139.5
1424810,427,140.6
1425243,433,138.5
1425677,433,138.5
1426127,450,133.3
1426553,427,140.6
1426997,443,135.3
1427427,430,139.5
1427863,437,137.4
1428290,427,140.6
1428720,430,139.5
1429153,433,138.5
1429580,427,140.6
1430017,437,137.4
1430453,437,137.4
1430877,423,141.7
1431303,427,140.6
1431733,430,139.5
1432153,420,142.9
1432543,390,153.8
1432950,407,147.5
1433357,407,147.5
1433773,417,144
1434207,433,138.5
1434633,427,140.6
1435057,423,141.7
1435483,427,140.6
1435903,420,142.9
1436320,417,144
1436730,410,146.3
1437147,417,144
1437570,423,141.7
1437997,427,140.6
1438433,437,137.4
1438867,433,138.5
1439297,430,139.5
1439730,433,138.5
1440157,427,140.6
1440597,440,136.4
1441030,433,138.5
1441447,417,144
1441873,427,140.6
1442293,420,142.9
1442717,423,141.7
1443170,453,132.4
1443603,433,138.5
1444020,417,144
1444437,417,144
1444870,433,138.5
1445327,457,131.4
1445760,433,138.5
1446217,457,131.4
1446660,443,135.3
1447130,470,127.7
1447590,460,130.4
1448017,427,140.6
1448457,440,136.4
1448907,450,133.3
1449343,437,137.4
1449793,450,133.3
1450243,450,133.3
1450697,453,132.4
1451147,450,133.3
1451637,490,122.4
1452083,447,134.3
1452523,440,136.4
1452960,437,137.4
1453390,430,139.5
1453853,463,129.5
1454313,460,130.4
1454737,423,141.7
1455170,433,138.5
1455603,433,138.5
1456017,413,145.2
1456433,417,144
1456847,413,145.2
1457257,410,146.3
1457667,410,146.3
1458070,403,148.8
1458497,427,140.6
1458927,430,139.5
1459327,400,150
1459730,403,148.8
1460137,407,147.5
1460530,393,152.5
1460930,400,150
1461350,420,142.9
1461710,360,166.7
1462103,393,152.5
1462493,390,153.8
1462880,387,155.2
1463267,387,155.2
1463657,390,153.8
1464053,397,151.3
1464427,373,160.7
1464807,380,157.9
1465190,383,156.5
1465573,383,156.5
1465957,383,156.5
1466350,393,152.5
1466743,393,152.5
1467133,390,153.8
1467513,380,157.9
1467910,397,151.3
1468290,380,157.9
1468677,387,155.2
1469067,390,153.8
1469450,383,156.5
1469827,377,159.3
1470207,380,157.9
1470590,383,156.5
1471007,417,144
1471407,400,150
1471797,390,153.8
1472187,390,153.8
1472583,397,151.3
1472983,400,150
1473383,400,150
1473780,397,151.3
1474167,387,155.2
1474553,387,155.2
1474940,387,155.2
1475330,390,153.8
1475720,390,153.8
1476100,380,157.9
1476483,383,156.5
1476860,377,159.3
1477233,373,160.7
1477613,380,157.9
1477997,383,156.5
1478383,387,155.2
1478767,383,156.5
1479160,393,152.5
1479540,380,157.9
1479923,383,156.5
1480307,383,156.5
1480697,390,153.8
1481080,383,156.5
1481463,383,156.5
1481840,377,159.3
1482230,390,153.8
1482607,377,159.3
1482987,380,157.9
1483360,373,160.7
1483733,373,160.7
1484110,377,159.3
1484490,380,157.9
1484867,377,159.3
1485250,383,156.5
1485637,387,155.2
1486053,417,144
1486493,440,136.4
1486947,453,132.4
1487400,453,132.4
1487813,413,145.2
1488213,400,150
1488610,397,151.3
1489003,393,152.5
1489390,387,155.2
1489793,403,148.8
1490213,420,142.9
1490647,433,138.5
1491067,420,142.9
1491483,417,144
1491910,427,140.6
1492340,430,139.5
1492763,423,141.7
1493180,417,144
1493587,407,147.5
1493997,410,146.3
1494403,407,147.5
1494817,413,145.2
1495223,407,147.5
1495660,437,137.4
1496090,430,139.5
1496503,413,145.2
1496917,413,145.2
1497333,417,144
1497747,413,145.2
1498177,430,139.5
1498590,413,145.2
1499030,440,136.4
1499467,437,137.4
1499900,433,138.5
1500333,433,138.5
1500767,433,138.5
1501207,440,136.4
1501640,433,138.5
1502093,453,132.4
1502537,443,135.3
1502983,447,134.3
1503420,437,137.4
1503853,433,138.5
1504277,423,141.7
1504693,417,144
1505113,420,142.9
1505537,423,141.7
1505950,413,145.2
1506383,433,138.5
1506820,437,137.4
1507257,437,137.4
1507690,433,138.5
1508100,410,146.3
1508523,423,141.7
1508947,423,141.7
1509370,423,141.7
1509820,450,133.3
1510260,440,136.4
1510710,450,133.3
1511150,440,136.4
1511603,453,132.4
1512037,433,138.5
1512487,450,133.3
1512933,447,134.3
1513393,460,130.4
1513847,453,132.4
1514283,437,137.4
1514723,440,136.4
1515160,437,137.4
1515587,427,140.6
1516023,437,137.4
1516460,437,137.4
1516917,457,131.4
1517363,447,134.3
1517837,473,126.8
1518303,467,128.6
1518780,477,125.9
1519247,467,128.6
1519710,463,129.5
1520177,467,128.6
1520637,460,130.4
1521077,440,136.4
1521530,453,132.4
1521983,453,132.4
1522430,447,134.3
1522867,437,137.4
1523307,440,136.4
1523730,423,141.7
1524150,420,142.9
1524567,417,144
1524983,417,144
1525397,413,145.2
1525783,387,155.2
1526170,387,155.2
1526557,387,155.2
1526947,390,153.8
1527330,383,156.5
1527727,397,151.3
1528120,393,152.5
1528523,403,148.8
1528913,390,153.8
1529303,390,153.8
1529687,383,156.5
1530070,383,156.5
1530453,383,156.5
1530830,377,159.3
1531227,397,151.3
1531633,407,147.5
1532027,393,152.5
1532413,387,155.2
1532823,410,146.3
1533253,430,139.5
1533733,480,125
1534220,487,123.3
1534717,497,120.8
1535237,520,115.4
1535773,537,111.8
1536307,533,112.5
1536807,500,120
1537290,483,124.1
1537743,453,132.4
1538177,433,138.5
1538600,423,141.7
1539007,407,147.5
1539410,403,148.8
1539837,427,140.6
1540253,417,144
1540693,440,136.4
1541107,413,145.2
1541520,413,145.2
1541953,433,138.5
1542393,440,136.4
1542813,420,142.9
1543253,440,136.4
1543670,417,144
1544083,413,145.2
1544493,410,146.3
1544887,393,152.5
1545287,400,150
1545690,403,148.8
1546097,407,147.5
1546587,490,122.4
1547080,493,121.6
1547573,493,121.6
1548113,540,111.1
1548623,510,117.6
1549137,513,116.9
1549693,557,107.8
1550190,497,120.8
1550687,497,120.8
1551217,530,113.2
1551700,483,124.1
1552210,510,117.6
1552677,467,128.6
1553140,463,129.5
1553620,480,125
1554083,463,129.5
1554530,447,134.3
1555003,473,126.8
1555463,460,130.4
1555937,473,126.8
1556390,453,132.4
1556837,447,134.3
1557317,480,125
1557777,460,130.4
1558243,467,128.6
1558707,463,129.5
1559153,447,134.3
1559677,523,114.6
1560147,470,127.7
1560603,457,131.4
1561060,457,131.4
1561557,497,120.8
1562043,487,123.3
1562540,497,120.8
1563107,567,105.9
1563613,507,118.4
1564097,483,124.1
1564637,540,111.1
1565137,500,120
1565617,480,125
1566183,567,105.9
1566700,517,116.1
1567190,490,122.4
1567747,557,107.8
1568243,497,120.8
1568780,537,111.8
1569273,493,121.6
1569780,507,118.4
1570327,547,109.8
1570817,490,122.4
1571317,500,120
1571853,537,111.8
1572360,507,118.4
1572840,480,125
1573363,523,114.6
1573880,517,116.1
1574357,477,125.9
1574863,507,118.4
1575333,470,127.7
1575830,497,120.8
1576353,523,114.6
1576837,483,124.1
1577323,487,123.3
1577807,483,124.1
1578277,470,127.7
1578777,500,120
1579250,473,126.8
1579723,473,126.8
1580260,537,111.8
1580780,520,115.4
1581320,540,111.1
1581810,490,122.4
1582283,473,126.8
1582777,493,121.6
1583253,477,125.9
1583720,467,128.6
1584280,560,107.1
1584790,510,117.6
1585273,483,124.1
1585797,523,114.6
1586287,490,122.4
1586747,460,130.4
1587187,440,136.4
1587667,480,125
1588143,477,125.9
1588603,460,130.4
1589107,503,119.2
1589583,477,125.9
1590107,523,114.6
1590587,480,125
1591053,467,128.6
1591567,513,116.9
1592063,497,120.8
1592610,547,109.8
1593113,503,119.2
1593640,527,113.9
1594197,557,107.8
1594727,530,113.2
1595283,557,107.8
1595830,547,109.8
1596327,497,120.8
1596867,540,111.1
1597407,540,111.1
1597917,510,117.6
1598483,567,105.9
1599003,520,115.4
1599573,570,105.3
1600117,543,110.4
1600637,520,115.4
1601177,540,111.1
1601667,490,122.4
1602197,530,113.2
1602717,520,115.4
1603207,490,122.4
1603747,540,111.1
1604260,513,116.9
1604770,510,117.6
1605290,520,115.4
1605770,480,125
1606267,497,120.8
1606743,477,125.9
1607240,497,120.8
1607743,503,119.2
1608220,477,125.9
1608713,493,121.6
1609193,480,125
1609653,460,130.4
1610120,467,128.6
1610623,503,119.2
1611093,470,127.7
1611540,447,134.3
1611970,430,139.5
1612410,440,136.4
1612953,543,110.4
1613450,497,120.8
1613930,480,125
1614387,457,131.4
1614873,487,123.3
1615393,520,115.4
1615933,540,111.1
1616467,533,112.5
1616977,510,117.6
1617483,507,118.4
1617967,483,124.1
1618437,470,127.7
1618910,473,126.8
1619363,453,132.4
1619813,450,133.3
1620243,430,139.5
1620660,417,144
1621083,423,141.7
1621457,373,160.7
1621907,450,133.3
1622327,420,142.9
1622733,407,147.5
1623140,407,147.5
1623550,410,146.3
1623963,413,145.2
1624367,403,148.8
1624767,400,150
1625167,400,150
1625563,397,151.3
1625963,400,150
1626353,390,153.8
1626740,387,155.2
1627123,383,156.5
1627500,377,159.3
1627887,387,155.2
1628267,380,157.9
1628660,393,152.5
1629010,350,171.4
1629397,387,155.2
1629753,357,168.2
1630137,383,156.5
1630507,370,162.2
1630877,370,162.2
1631267,390,153.8
1631653,387,155.2
1632060,407,147.5
1632453,393,152.5
1632850,397,151.3
1633257,407,147.5
1633653,397,151.3
1634057,403,148.8
1634460,403,148.8
1634877,417,144
1635327,450,133.3
1635857,530,113.2
1636397,540,111.1
1636913,517,116.1
1637467,553,108.4
1637987,520,115.4
1638543,557,107.8
1639060,517,116.1
1639547,487,123.3
1640027,480,125
1640503,477,125.9
1640990,487,123.3
1641463,473,126.8
1641940,477,125.9
1642387,447,134.3
1642820,433,138.5
1643253,433,138.5
1643733,480,125
1644220,487,123.3
1644663,443,135.3
1645150,487,123.3
1645617,467,128.6
1646067,450,133.3
1646510,443,135.3
1646947,437,137.4
1647410,463,129.5
1647853,443,135.3
1648290,437,137.4
1648737,447,134.3
1649170,433,138.5
1649610,440,136.4
1650057,447,134.3
1650500,443,135.3
1650970,470,127.7
1651440,470,127.7
1651900,460,130.4
1652383,483,124.1
1652897,513,116.9
1653363,467,128.6
1653830,467,128.6
1654297,467,128.6
1654750,453,132.4
1655227,477,125.9
1655693,467,128.6
1656170,477,125.9
1656667,497,120.8
1657143,477,125.9
1657617,473,126.8
1658110,493,121.6
1658603,493,121.6
1659077,473,126.8
1659557,480,125
1660027,470,127.7
1660493,467,128.6
1660973,480,125
1661440,467,128.6
1661917,477,125.9
1662410,493,121.6
1662883,473,126.8
1663390,507,118.4
1663863,473,126.8
1664340,477,125.9
1664837,497,120.8
1665317,480,125
1665803,487,123.3
1666277,473,126.8
1666743,467,128.6
1667220,477,125.9
1667690,470,127.7
1668157,467,128.6
1668630,473,126.8
1669110,480,125
1669577,467,128.6
1670050,473,126.8
1670510,460,130.4
1670973,463,129.5
1671423,450,133.3
1671883,460,130.4
1672347,463,129.5
1672807,460,130.4
1673293,487,123.3
1673770,477,125.9
1674243,473,126.8
1674763,520,115.4
1675237,473,126.8
1675723,487,123.3
1676223,500,120
1676723,500,120
1677190,467,128.6
1677660,470,127.7
1678147,487,123.3
1678610,463,129.5
1679083,473,126.8
1679567,483,124.1
1680030,463,129.5
1680503,473,126.8
1680993,490,122.4
1681463,470,127.7
1681943,480,125
1682440,497,120.8
1682907,467,128.6
1683367,460,130.4
1683863,497,120.8
1684343,480,125
1684817,473,126.8
1685307,490,122.4
1685780,473,126.8
1686260,480,125
1686727,467,128.6
1687190,463,129.5
1687660,470,127.7
1688143,483,124.1
1688613,470,127.7
1689083,470,127.7
1689543,460,130.4
1690067,523,114.6
1690537,470,127.7
1691010,473,126.8
1691487,477,125.9
1691937,450,133.3
1692390,453,132.4
1692843,453,132.4
1693293,450,133.3
1693767,473,126.8
1694227,460,130.4
1694690,463,129.5
1695190,500,120
1695660,470,127.7
1696127,467,128.6
1696603,477,125.9
1697070,467,128.6
1697550,480,125
1698010,460,130.4
1698463,453,132.4
1698940,477,125.9
1699403,463,129.5
1699890,487,123.3
1700367,477,125.9
1700840,473,126.8
1701323,483,124.1
1701790,467,128.6
1702273,483,124.1
1702737,463,129.5
1703187,450,133.3
1703647,460,130.4
1704097,450,133.3
1704550,453,132.4
1704997,447,134.3
1705433,437,137.4
1705867,433,138.5
1706293,427,140.6
1706720,427,140.6
1707157,437,137.4
1707613,457,131.4
1708073,460,130.4
1708520,447,134.3
1708960,440,136.4
1709390,430,139.5
1709817,427,140.6
1710253,437,137.4
1710690,437,137.4
1711130,440,136.4
1711580,450,133.3
1712023,443,135.3
1712467,443,135.3
1712903,437,137.4
1713330,427,140.6
1713763,433,138.5
1714200,437,137.4
1714637,437,137.4
1715077,440,136.4
1715513,437,137.4
1715947,433,138.5
1716380,433,138.5
1716803,423,141.7
1717217,413,145.2
1717633,417,144
1718050,417,144
1718473,423,141.7
1718893,420,142.9
1719323,430,139.5
1719737,413,145.2
1720170,433,138.5
1720597,427,140.6
1721023,427,140.6
1721463,440,136.4
1721900,437,137.4
1722340,440,136.4
1722777,437,137.4
1723210,433,138.5
1723633,423,141.7
1724057,423,141.7
1724487,430,139.5
1724917,430,139.5
1725343,427,140.6
1725767,423,141.7
1726197,430,139.5
1726617,420,142.9
1727037,420,142.9
1727470,433,138.5
1727893,423,141.7
1728313,420,142.9
1728730,417,144
1729163,433,138.5
1729577,413,145.2
1730003,427,140.6
1730423,420,142.9
1730847,423,141.7
1731277,430,139.5
1731730,453,132.4
1732177,447,134.3
1732633,457,131.4
1733087,453,132.4
1733527,440,136.4
1733970,443,135.3
1734407,437,137.4
1734827,420,142.9
1735247,420,142.9
1735663,417,144
1736080,417,144
1736503,423,141.7
1736917,413,145.2
1737347,430,139.5
1737760,413,145.2
1738190,430,139.5
1738607,417,144
1739050,443,135.3
1739483,433,138.5
1739930,447,134.3
1740357,427,140.6
1740807,450,133.3
1741257,450,133.3
1741723,467,128.6
1742200,477,125.9
1742687,487,123.3
1743227,540,111.1
1743737,510,117.6
1744240,503,119.2
1744763,523,114.6
1745263,500,120
1745773,510,117.6
1746270,497,120.8
1746743,473,126.8
1747250,507,118.4
1747747,497,120.8
1748220,473,126.8
1748713,493,121.6
1749207,493,121.6
1749697,490,122.4
1750210,513,116.9
1750707,497,120.8
1751193,487,123.3
1751663,470,127.7
1752110,447,134.3
1752553,443,135.3
1752983,430,139.5
1753420,437,137.4
1753853,433,138.5
1754293,440,136.4
1754747,453,132.4
1755190,443,135.3
1755653,463,129.5
1756090,437,137.4
1756560,470,127.7
1757023,463,129.5
1757527,503,119.2
1758007,480,125
1758527,520,115.4
1759033,507,118.4
1759560,527,113.9
1760070,510,117.6
1760573,503,119.2
1761053,480,125
1761527,473,126.8
1762000,473,126.8
1762463,463,129.5
1762920,457,131.4
1763377,457,131.4
1763830,453,132.4
1764290,460,130.4
1764740,450,133.3
1765203,463,129.5
1765660,457,131.4
1766123,463,129.5
1766590,467,128.6
1767060,470,127.7
1767530,470,127.7
1767983,453,132.4
1768447,463,129.5
1768907,460,130.4
1769350,443,135.3
1769793,443,135.3
1770247,453,132.4
1770713,467,128.6
1771170,457,131.4
1771607,437,137.4
1772047,440,136.4
1772493,447,134.3
1772970,477,125.9
1773433,463,129.5
1773877,443,135.3
1774310,433,138.5
1774737,427,140.6
1775157,420,142.9
1775573,417,144
1775987,413,145.2
1776407,420,142.9
1776820,413,145.2
1777237,417,144
1777663,427,140.6
1778090,427,140.6
1778513,423,141.7
1778943,430,139.5
1779367,423,141.7
1779777,410,146.3
1780193,417,144
1780603,410,146.3
1781010,407,147.5
1781413,403,148.8
1781813,400,150
1782217,403,148.8
1782623,407,147.5
1783027,403,148.8
1783430,403,148.8
1783840,410,146.3
1784287,447,134.3
1784717,430,139.5
1785140,423,141.7
1785580,440,136.4
1786033,453,132.4
1786490,457,131.4
1786970,480,125
1787440,470,127.7
1787927,487,123.3
1788403,477,125.9
1788873,470,127.7
1789340,467,128.6
1789793,453,132.4
1790257,463,129.5
1790723,467,128.6
1791173,450,133.3
1791630,457,131.4
1792097,467,128.6
1792550,453,132.4
1793020,470,127.7
1793480,460,130.4
1793930,450,133.3
1794363,433,138.5
1794820,457,131.4
1795280,460,130.4
1795723,443,135.3
1796190,467,128.6
1796653,463,129.5
1797117,463,129.5
1797583,467,128.6
1798047,463,129.5
1798507,460,130.4
1798987,480,125
1799483,497,120.8
1799980,497,120.8
1800483,503,119.2
1800990,507,118.4
1801483,493,121.6
1801983,500,120
1802477,493,121.6
1802963,487,123.3
1803450,487,123.3
1803923,473,126.8
1804383,460,130.4
1804843,460,130.4
1805307,463,129.5
1805767,460,130.4
1806213,447,134.3
1806660,447,134.3
1807100,440,136.4
1807533,433,138.5
1807977,443,135.3
1808410,433,138.5
1808837,427,140.6
1809270,433,138.5
1809713,443,135.3
1810157,443,135.3
1810630,473,126.8
1811093,463,129.5
1811543,450,133.3
1812030,487,123.3
1812503,473,126.8
1812983,480,125
1813473,490,122.4
1813950,477,125.9
1814413,463,129.5
1814883,470,127.7
1815340,457,131.4
1815790,450,133.3
1816247,457,131.4
1816693,447,134.3
1817147,453,132.4
1817600,453,132.4
1818063,463,129.5
1818533,470,127.7
1819013,480,125
1819483,470,127.7
1819953,470,127.7
1820420,467,128.6
1820877,457,131.4
1821343,467,128.6
1821807,463,129.5
1822260,453,132.4
1822723,463,129.5
1823183,460,130.4
1823640,457,131.4
1824090,450,133.3
1824543,453,132.4
1825010,467,128.6
1825480,470,127.7
1825933,453,132.4
1826407,473,126.8
1826870,463,129.5
1827350,480,125
1827823,473,126.8
1828303,480,125
1828787,483,124.1
1829267,480,125
1829753,487,123.3
1830233,480,125
1830710,477,125.9
1831180,470,127.7
1831640,460,130.4
1832080,440,136.4
1832520,440,136.4
1832950,430,139.5
1833380,430,139.5
1833807,427,140.6
1834243,437,137.4
1834680,437,137.4
1835123,443,135.3
1835560,437,137.4
1836003,443,135.3
1836443,440,136.4
1836893,450,133.3
1837347,453,132.4
1837797,450,133.3
1838260,463,129.5
1838723,463,129.5
1839180,457,131.4
1839640,460,130.4
1840097,457,131.4
1840537,440,136.4
1840977,440,136.4
1841427,450,133.3
1841860,433,138.5
1842300,440,136.4
1842740,440,136.4
1843187,447,134.3
1843633,447,134.3
1844080,447,134.3
1844533,453,132.4
1844997,463,129.5
1845457,460,130.4
1845920,463,129.5
1846380,460,130.4
1846850,470,127.7
1847327,477,125.9
1847793,467,128.6
1848273,480,125
1848773,500,120
1849247,473,126.8
1849730,483,124.1
1850203,473,126.8
1850663,460,130.4
1851117,453,132.4
1851563,447,134.3
1852010,447,134.3
1852450,440,136.4
1852887,437,137.4
1853320,433,138.5
1853753,433,138.5
1854190,437,137.4
1854620,430,139.5
1855040,420,142.9
1855467,427,140.6
1855893,427,140.6
1856333,440,136.4
1856773,440,136.4
1857213,440,136.4
1857647,433,138.5
1858080,433,138.5
1858523,443,135.3
1858960,437,137.4
1859390,430,139.5
1859830,440,136.4
1860253,423,141.7
1860677,423,141.7
1861100,423,141.7
1861520,420,142.9
1861940,420,142.9
1862377,437,137.4
1862817,440,136.4
1863257,440,136.4
1863700,443,135.3
1864137,437,137.4
1864570,433,138.5
1864997,427,140.6
1865427,430,139.5
1865853,427,140.6
1866277,423,141.7
1866713,437,137.4
1867140,427,140.6
1867563,423,141.7
1867993,430,139.5
1868430,437,137.4
1868870,440,136.4
1869307,437,137.4
1869740,433,138.5
1870183,443,135.3
1870620,437,137.4
1871060,440,136.4
1871493,433,138.5
1871947,453,132.4
1872383,437,137.4
1872830,447,134.3
1873263,433,138.5
1873707,443,135.3
1874147,440,136.4
1874580,433,138.5
1875013,433,138.5
1875437,423,141.7
1875860,423,141.7
1876277,417,144
1876693,417,144
1877120,427,140.6
1877540,420,142.9
1877990,450,133.3
1878427,437,137.4
1878880,453,132.4
1879333,453,132.4
1879790,457,131.4
1880243,453,132.4
1880697,453,132.4
1881143,447,134.3
1881593,450,133.3
1882037,443,135.3
1882487,450,133.3
1882927,440,136.4
1883387,460,130.4
1883837,450,133.3
1884290,453,132.4
1884733,443,135.3
1885180,447,134.3
1885617,437,137.4
1886070,453,132.4
1886510,440,136.4
1886960,450,133.3
1887407,447,134.3
1887860,453,132.4
1888307,447,134.3
1888747,440,136.4
1889187,440,136.4
1889633,447,134.3
1890067,433,138.5
1890497,430,139.5
1890923,427,140.6
1891363,440,136.4
1891800,437,137.4
1892243,443,135.3
1892683,440,136.4
1893123,440,136.4
1893560,437,137.4
1893997,437,137.4
1894427,430,139.5
1894853,427,140.6
1895290,437,137.4
1895740,450,133.3
1896180,440,136.4
1896630,450,133.3
1897067,437,137.4
1897493,427,140.6
1897913,420,142.9
1898330,417,144
1898737,407,147.5
1899150,413,145.2
1899570,420,142.9
1900007,437,137.4
1900437,430,139.5
1900873,437,137.4
1901303,430,139.5
1901750,447,134.3
1902190,440,136.4
1902633,443,135.3
1903077,443,135.3
1903510,433,138.5
1903953,443,135.3
1904383,430,139.5
1904833,450,133.3
1905280,447,134.3
1905723,443,135.3
1906187,463,129.5
1906643,457,131.4
1907107,463,129.5
1907567,460,130.4
1908013,447,134.3
1908497,483,124.1
1908970,473,126.8
1909453,483,124.1
1909927,473,126.8
1910410,483,124.1
1910880,470,127.7
1911337,457,131.4
1911793,457,131.4
1912247,453,132.4
1912697,450,133.3
1913147,450,133.3
1913597,450,133.3
1914050,453,132.4
1914507,457,131.4
1914970,463,129.5
1915430,460,130.4
1915887,457,131.4
1916333,447,134.3
1916783,450,133.3
1917233,450,133.3
1917687,453,132.4
1918120,433,138.5
1918563,443,135.3
1919013,450,133.3
1919477,463,129.5
1919933,457,131.4
1920390,457,131.4
1920837,447,134.3
1921293,457,131.4
1921740,447,134.3
1922193,453,132.4
1922643,450,133.3
1923093,450,133.3
1923543,450,133.3
1923997,453,132.4
1924437,440,136.4
1924893,457,131.4
1925353,460,130.4
1925807,453,132.4
1926267,460,130.4
1926717,450,133.3
1927183,467,128.6
1927647,463,129.5
1928107,460,130.4
1928560,453,132.4
1929013,453,132.4
1929460,447,134.3
1929907,447,134.3
1930350,443,135.3
1930800,450,133.3
1931220,420,142.9
1931647,427,140.6
1932073,427,140.6
1932487,413,145.2
1932897,410,146.3
1933307,410,146.3
1933720,413,145.2
1934157,437,137.4
1934607,450,133.3
1935043,437,137.4
1935477,433,138.5
1935897,420,142.9
1936327,430,139.5
1936763,437,137.4
1937207,443,135.3
1937643,437,137.4
1938100,457,131.4
1938557,457,131.4
1938993,437,137.4
1939413,420,142.9
1939837,423,141.7
1940257,420,142.9
1940677,420,142.9
1941097,420,142.9
1941537,440,136.4
1941990,453,132.4
1942430,440,136.4
1942897,467,128.6
1943347,450,133.3
1943800,453,132.4
1944300,500,120
1944843,543,110.4
1945320,477,125.9
1945823,503,119.2
1946307,483,124.1
1946787,480,125
1947267,480,125
1947757,490,122.4
1948230,473,126.8
1948697,467,128.6
1949153,457,131.4
1949607,453,132.4
1950067,460,130.4
1950527,460,130.4
1950997,470,127.7
1951467,470,127.7
1951933,467,128.6
1952397,463,129.5
1952850,453,132.4
